company_name,industry,company_size,website_visits,email_clicks,ad_impressions,ad_clicks,conversions,ad_click_through_rate,conversion_rate,qualified,lead_score,strategy,lead_efficiency,lead_efficiency_norm
Wood-Delacruz,enable customized e-business,500,4147,296,44508,828,445,0.0186033971420868,0.5374396135265701,1,1.0,Aggressive multi-channel approach with personalized content.,0.00012093600664414268,0.004348435018169662
Bolton-Smith,e-enable collaborative applications,50,2657,196,18954,696,380,0.0367204811649256,0.5459770114942529,1,1.0,Aggressive multi-channel approach with personalized content.,0.00019130238664830167,0.006885940474781442
"White, Harmon and Hampton",scale dot-com initiatives,1000,5567,344,24481,1699,469,0.0694007597728851,0.276044732195409,1,1.0,Aggressive multi-channel approach with personalized content.,4.669227540517743e-05,0.0016711071077818056
Quinn-Harris,optimize dot-com content,50,4146,488,20023,895,264,0.044698596613894,0.2949720670391061,1,1.0,Aggressive multi-channel approach with personalized content.,6.364014391350726e-05,0.002282269836563421
"Williams, Carter and Newman",optimize efficient e-services,100,5379,203,9972,404,206,0.0405134376253509,0.5099009900990099,1,1.0,Aggressive multi-channel approach with personalized content.,9.133100306269208e-05,0.0032808391275397607
Duncan LLC,facilitate real-time models,10,9796,390,35897,1657,464,0.0461598462267041,0.28002414001207,1,1.0,Aggressive multi-channel approach with personalized content.,2.7488381271431234e-05,0.000978589087816934
"Turner, Stone and May",e-enable impactful models,50,8644,293,21483,1164,295,0.0541823767630219,0.2534364261168385,1,1.0,Aggressive multi-channel approach with personalized content.,2.8354936911707145e-05,0.0010098382392657917
Davis PLC,repurpose plug-and-play platforms,50,6980,202,5668,184,439,0.0324629498941425,2.385869565217391,1,1.0,Aggressive multi-channel approach with personalized content.,0.0003321550278737841,0.01196527446448957
"Reyes, Nelson and Bender",innovate front-end channels,500,8747,223,3985,1718,98,0.4311166875784191,0.0570430733410943,0,1.0,Aggressive multi-channel approach with personalized content.,6.358608108471107e-06,0.00021662130299112
"Robinson, Jones and Horton",disintermediate bleeding-edge relationships,100,3579,20,21730,516,486,0.0237459733087896,0.9418604651162792,1,1.0,Aggressive multi-channel approach with personalized content.,0.0002616279069767442,0.009421972477023682
Mitchell-Miller,exploit turn-key partnerships,500,4032,375,29909,116,132,0.0038784312414323,1.137931034482759,1,1.0,Aggressive multi-channel approach with personalized content.,0.00025815132361224115,0.009296602246847412
"Thompson, White and Brock",empower customized methodologies,100,7202,442,25006,310,219,0.0123970247140686,0.7064516129032258,1,1.0,Aggressive multi-channel approach with personalized content.,9.240701280617734e-05,0.0033196414731386094
Kidd Group,leverage value-added paradigms,100,2757,98,28397,955,347,0.0336303130612388,0.3633507853403141,1,1.0,Aggressive multi-channel approach with personalized content.,0.00012722366433484388,0.0045751763355220436
"Allen, Gonzalez and Peterson",engineer mission-critical markets,100,3349,119,27375,1525,83,0.0557077625570776,0.0544262295081967,0,1.0,Aggressive multi-channel approach with personalized content.,1.568931378154993e-05,0.0005530989867667612
"Banks, Webb and Miller",synergize dynamic ROI,100,668,176,8610,223,289,0.0259001161440185,1.295964125560538,1,1.0,Aggressive multi-channel approach with personalized content.,0.0015336853556929444,0.05529405964493308
Gomez-Brown,reinvent innovative portals,10,1440,252,8853,1341,401,0.1514740765842087,0.2990305741983594,1,1.0,Aggressive multi-channel approach with personalized content.,0.00017662762799666826,0.0063567491173351755
"Walker, Allen and Davis",reinvent frictionless portals,50,5634,296,2326,955,29,0.4105760963026655,0.0303664921465968,0,1.0,Aggressive multi-channel approach with personalized content.,5.11996158263308e-06,0.00017195405823671532
"Lee, Baker and Tanner",cultivate web-enabled synergies,50,6884,228,11369,1526,64,0.1342246459671035,0.0419397116644823,0,1.0,Aggressive multi-channel approach with personalized content.,5.896205773159328e-06,0.00019994645842849907
Bryant-Cox,iterate granular web-readiness,1000,3873,101,12049,679,472,0.0563532243339696,0.695139911634757,1,1.0,Aggressive multi-channel approach with personalized content.,0.00017487796519113382,0.006293653944384515
Edwards PLC,aggregate killer channels,10,638,432,18178,1501,145,0.0825723401914402,0.0966022651565623,0,1.0,Aggressive multi-channel approach with personalized content.,9.019819342349421e-05,0.0032399885019910664
"Mathis, Smith and Carney",expedite frictionless web services,500,9888,23,41060,1997,112,0.0486361422308816,0.0560841261892839,0,1.0,Aggressive multi-channel approach with personalized content.,5.6582048213563255e-06,0.00019136382686718782
Wilson LLC,empower integrated bandwidth,50,2922,391,41241,1727,303,0.0418758032055478,0.1754487550665894,0,1.0,Aggressive multi-channel approach with personalized content.,5.2941688312187514e-05,0.0018964692672565563
"Gomez, Watson and Weaver",mesh open-source e-tailers,50,4687,391,30681,772,165,0.025162152472214,0.2137305699481865,0,1.0,Aggressive multi-channel approach with personalized content.,4.2081230546994783e-05,0.0015048266839824203
Hill Group,engage dynamic markets,10,6004,284,17908,1694,279,0.0945945945945946,0.1646989374262101,0,1.0,Aggressive multi-channel approach with personalized content.,2.6188414283067277e-05,0.0009317105454477834
Peters-Jackson,disintermediate front-end mindshare,1000,4397,479,5771,1239,296,0.2146941604574597,0.2389023405972558,0,1.0,Aggressive multi-channel approach with personalized content.,4.898551170745454e-05,0.0017538042655719955
"Davis, Ellis and Ferguson",leverage bleeding-edge architectures,1000,1647,74,5353,1992,310,0.3721277788156174,0.1556224899598393,0,1.0,Aggressive multi-channel approach with personalized content.,9.037310682917497e-05,0.0032462961125477446
"George, Horne and Brown",grow frictionless e-markets,100,830,177,8236,326,476,0.0395823215152986,1.460122699386503,1,1.0,Aggressive multi-channel approach with personalized content.,0.0014485344239945467,0.05222340354741193
Beard and Sons,architect customized schemas,10,9149,144,14570,1262,289,0.0866163349347975,0.2290015847860538,0,1.0,Aggressive multi-channel approach with personalized content.,2.4639722916511063e-05,0.0008758626704681173
"Ramirez, Smith and Robinson",generate rich metrics,100,9401,455,12026,320,119,0.0266090138034259,0.371875,1,1.0,Aggressive multi-channel approach with personalized content.,3.7726996043420924e-05,0.0013478071838811943
"Pierce, Sanchez and Smith",engage cross-platform functionalities,10,2780,193,35980,781,368,0.0217065036131184,0.471190781049936,1,1.0,Aggressive multi-channel approach with personalized content.,0.00015843671185270208,0.005700760433913444
Martin PLC,e-enable innovative paradigms,10,3089,374,49881,1442,445,0.0289088029510234,0.3085991678224687,1,1.0,Aggressive multi-channel approach with personalized content.,8.908751957923461e-05,0.0031999361227133755
Rodriguez-Gould,innovate impactful communities,50,4440,149,16995,838,193,0.0493086201824065,0.2303102625298329,0,1.0,Aggressive multi-channel approach with personalized content.,5.017652778427732e-05,0.0017967538928467185
Parker-Meyer,deploy killer functionalities,500,2767,18,40247,288,417,0.0071558128556165,1.4479166666666667,1,1.0,Aggressive multi-channel approach with personalized content.,0.0005197116535056234,0.018728816385167536
"Vazquez, Bird and Adkins",utilize extensible markets,10,5903,228,20763,1731,303,0.0833694552810287,0.1750433275563258,0,1.0,Aggressive multi-channel approach with personalized content.,2.8545878596922014e-05,0.001016723850947091
Melton-Hines,maximize best-of-breed models,1000,2206,334,26449,1140,322,0.0431018185942757,0.2824561403508772,1,1.0,Aggressive multi-channel approach with personalized content.,0.00011115944130298197,0.003995879040461975
Matthews PLC,expedite impactful schemas,500,1305,187,3480,1538,55,0.4419540229885057,0.0357607282184655,0,1.0,Aggressive multi-channel approach with personalized content.,2.3952262704933355e-05,0.000851071938900303
Young-Mullen,enhance interactive technologies,50,5551,480,26127,1292,228,0.0494507597504497,0.1764705882352941,0,1.0,Aggressive multi-channel approach with personalized content.,2.925573412388828e-05,0.001042322187439269
Rodriguez LLC,engage real-time solutions,1000,7427,329,37895,100,342,0.0026388705633988,3.42,1,1.0,Aggressive multi-channel approach with personalized content.,0.0004408920974603584,0.015886478132997157
Schmidt-Mueller,target cross-media action-items,50,9197,355,23969,759,235,0.0316659017898118,0.3096179183135705,1,1.0,Aggressive multi-channel approach with personalized content.,3.241054310829797e-05,0.0011560888045657192
"Brown, Andrews and Paul",streamline seamless technologies,100,9297,296,39967,307,294,0.00768133710311,0.9576547231270358,1,1.0,Aggressive multi-channel approach with personalized content.,9.981808662987657e-05,0.003586894673685206
"Holmes, Sanders and Charles",empower world-class initiatives,10,2907,133,29885,1426,153,0.0477162456081646,0.1072931276297335,0,1.0,Aggressive multi-channel approach with personalized content.,3.5282186001227724e-05,0.0012596440749920081
"Bates, Parrish and Sanders",drive transparent relationships,100,2350,457,17122,629,61,0.0367363625744656,0.0969793322734499,0,1.0,Aggressive multi-channel approach with personalized content.,3.453679924268159e-05,0.0012327644349283129
"Bates, Burns and Davis",optimize 24/365 models,50,4334,66,17277,1477,25,0.0854893789431035,0.0169262017603249,0,1.0,Aggressive multi-channel approach with personalized content.,3.845989947812974e-06,0.00012601294296641746
Stafford-Casey,innovate B2B convergence,50,2827,281,30985,545,306,0.0175891560432467,0.5614678899082569,1,1.0,Aggressive multi-channel approach with personalized content.,0.00018059436793446668,0.00649979504689029
"Vasquez, Russell and Ellis",redefine magnetic communities,10,8163,256,7216,1144,232,0.1585365853658536,0.2027972027972027,0,1.0,Aggressive multi-channel approach with personalized content.,2.4085178479477756e-05,0.0008558650588981807
Anderson LLC,visualize bricks-and-clicks eyeballs,10,5249,95,44727,488,95,0.0109106356339571,0.1946721311475409,0,1.0,Aggressive multi-channel approach with personalized content.,3.64213528807373e-05,0.001300723951100117
Carroll-Jones,orchestrate vertical systems,1000,7684,141,10442,1373,130,0.1314882206473855,0.0946831755280407,0,1.0,Aggressive multi-channel approach with personalized content.,1.2098540190140647e-05,0.00042361090480034494
"Sims, Rivera and Lawson",syndicate B2C communities,1000,9127,435,44891,1698,174,0.0378249537769263,0.1024734982332155,0,1.0,Aggressive multi-channel approach with personalized content.,1.0715622527785789e-05,0.00037374105055940125
Gonzalez PLC,scale leading-edge models,1000,6551,329,26067,1813,252,0.0695515402616334,0.138996138996139,0,1.0,Aggressive multi-channel approach with personalized content.,2.0199991134448335e-05,0.0007157600245424487
Padilla Inc,utilize ubiquitous systems,500,1222,175,38950,522,272,0.0134017971758664,0.5210727969348659,1,1.0,Aggressive multi-channel approach with personalized content.,0.00037272732255712863,0.01342836549091672
Reese LLC,enable customized action-items,100,3208,468,25624,1468,186,0.0572900405869497,0.1267029972752043,0,1.0,Aggressive multi-channel approach with personalized content.,3.445825327038463e-05,0.0012299319624707753
Moreno-Walsh,incentivize world-class vortals,10,7240,470,37575,934,259,0.0248569527611443,0.2773019271948608,1,1.0,Aggressive multi-channel approach with personalized content.,3.5961863207737105e-05,0.0012841541410228351
"Barron, Riley and Williams",leverage plug-and-play action-items,10,5533,251,7029,1066,398,0.151657419263053,0.373358348968105,1,1.0,Aggressive multi-channel approach with personalized content.,6.453904044392481e-05,0.002314685243619022
"Ortiz, Moody and Jenkins",aggregate cross-media relationships,10,1787,379,15330,1091,452,0.0711676451402478,0.4142988084326306,1,1.0,Aggressive multi-channel approach with personalized content.,0.0001911854215194419,0.006881722556328093
Norman LLC,integrate robust eyeballs,500,2841,203,19637,939,252,0.0478178947904466,0.268370607028754,1,1.0,Aggressive multi-channel approach with personalized content.,8.813484631486173e-05,0.003165581454950568
Wilson-York,transform turn-key e-tailers,50,5470,18,1079,445,309,0.41241890639481,0.6943820224719102,1,1.0,Aggressive multi-channel approach with personalized content.,0.00012650428538384226,0.004549234571665066
"Ross, Harper and Vega",syndicate proactive e-commerce,100,7014,71,45539,988,271,0.0216956894090779,0.2742914979757085,1,1.0,Aggressive multi-channel approach with personalized content.,3.870893282186121e-05,0.0013832171329675725
Ramos-Smith,mesh plug-and-play communities,10,8917,316,49960,51,439,0.0010208166533226,8.607843137254902,1,1.0,Aggressive multi-channel approach with personalized content.,0.0009321900733436108,0.03360333801057493
Solis Group,seize leading-edge info-mediaries,100,4464,435,34187,967,316,0.0282856056395705,0.3267838676318511,1,1.0,Aggressive multi-channel approach with personalized content.,6.669058523099001e-05,0.0023922728165053906
"Duncan, Chase and Carrillo",empower scalable action-items,500,2687,374,6983,559,389,0.0800515537734498,0.6958855098389982,1,1.0,Aggressive multi-channel approach with personalized content.,0.00022726502607413397,0.008182801188261627
Ochoa-Newton,re-intermediate proactive systems,50,3416,73,33012,381,487,0.0115412577244638,1.2782152230971129,1,1.0,Aggressive multi-channel approach with personalized content.,0.0003662507802570524,0.013194812742779768
"Shaffer, Valdez and Boone",envisioneer clicks-and-mortar applications,1000,8795,250,13568,1719,156,0.1266951650943396,0.0907504363001745,0,1.0,Aggressive multi-channel approach with personalized content.,1.0032106599621325e-05,0.0003490925551089336
Matthews-Reynolds,unleash global paradigms,50,7847,111,38284,1093,286,0.0285497858113049,0.2616651418115279,1,1.0,Aggressive multi-channel approach with personalized content.,3.287663548329286e-05,0.0011728967168778883
"Gonzalez, Hunter and Rojas",architect global systems,1000,6120,323,17683,1685,138,0.0952892608720239,0.0818991097922848,0,1.0,Aggressive multi-channel approach with personalized content.,1.2709359061496711e-05,0.00044563784748200415
Russell Inc,harness bleeding-edge portals,1000,4704,204,39488,201,335,0.0050901539708265,1.6666666666666667,1,1.0,Aggressive multi-channel approach with personalized content.,0.00033951246010728597,0.01223059327779301
Murphy-Wade,scale open-source e-markets,500,4919,288,42568,778,480,0.0182766397293741,0.6169665809768637,1,1.0,Aggressive multi-channel approach with personalized content.,0.0001184651653181382,0.004259333186488287
"Ford, Parsons and Kemp",drive wireless solutions,50,8499,226,19747,1900,198,0.0962171469083911,0.1042105263157894,0,1.0,Aggressive multi-channel approach with personalized content.,1.1942531092801903e-05,0.00041798500880065384
Beltran-Atkinson,deploy leading-edge e-services,100,1105,322,38436,1926,109,0.0501092725569778,0.0565939771547248,0,1.0,Aggressive multi-channel approach with personalized content.,3.9631636662972546e-05,0.001416491063380339
"Maxwell, Duarte and Cline",syndicate real-time metrics,500,4119,163,21619,621,259,0.0287247328738609,0.4170692431561997,1,1.0,Aggressive multi-channel approach with personalized content.,9.737782936170902e-05,0.0034988957438959268
"Lloyd, Miranda and Lewis",brand extensible web services,10,1611,320,46905,680,95,0.0144973883381302,0.1397058823529411,0,1.0,Aggressive multi-channel approach with personalized content.,7.231153330897572e-05,0.0025949716965440856
Parker PLC,seize 24/365 technologies,10,5806,219,20247,1501,9,0.0741344396700745,0.00599600266489,0,1.0,Aggressive multi-channel approach with personalized content.,9.950220154148688e-07,2.3203239175234635e-05
Herrera-Hernandez,harness bricks-and-clicks e-commerce,1000,5624,171,9220,1561,193,0.1693058568329718,0.1236386931454196,0,1.0,Aggressive multi-channel approach with personalized content.,2.133172759582809e-05,0.0007565719498685476
Mahoney Inc,unleash one-to-one portals,50,6226,397,47527,628,224,0.0132135417762534,0.3566878980891719,1,1.0,Aggressive multi-channel approach with personalized content.,5.384781070186774e-05,0.001929145248428755
Price Ltd,disintermediate real-time users,1000,3330,430,9224,1994,202,0.2161751951431049,0.1013039117352056,0,1.0,Aggressive multi-channel approach with personalized content.,2.6935366055624992e-05,0.0009586466220027947
Terry Inc,productize proactive niches,1000,6799,276,10936,325,13,0.0297183613752743,0.04,0,1.0,Aggressive multi-channel approach with personalized content.,5.652911249293386e-06,0.00019117293360262195
"Gallegos, Lewis and Roberts",reinvent leading-edge action-items,100,1569,241,47291,1803,330,0.0381256475862214,0.1830282861896838,0,1.0,Aggressive multi-channel approach with personalized content.,0.0001010647632190413,0.003631851493226707
"Stevens, Allison and Ramos",re-contextualize ubiquitous methodologies,500,3176,41,5695,586,33,0.1028972783143108,0.0563139931740614,0,1.0,Aggressive multi-channel approach with personalized content.,1.7499687126805903e-05,0.0006183834627028551
Leonard-Brandt,redefine dot-com e-services,1000,1893,205,32542,1903,402,0.0584782742302255,0.211245401996847,0,1.0,Aggressive multi-channel approach with personalized content.,0.00010064097284270938,0.0036165690473720495
"Lopez, Hawkins and Alexander",monetize cross-platform bandwidth,500,8003,256,27287,177,123,0.0064866053432037,0.6949152542372882,1,1.0,Aggressive multi-channel approach with personalized content.,8.413017605778307e-05,0.0030211677075236377
Allen Inc,repurpose wireless eyeballs,100,9935,12,18827,317,190,0.0168375205821426,0.5993690851735016,1,1.0,Aggressive multi-channel approach with personalized content.,6.025020960730816e-05,0.0021600242869269717
"Mccarthy, Rogers and Anderson",incentivize sticky platforms,10,6725,101,1852,1772,120,0.956803455723542,0.0677200902934537,0,1.0,Aggressive multi-channel approach with personalized content.,9.919450753398814e-06,0.00034503003513146785
Henson Group,deploy integrated users,100,2575,495,25758,628,463,0.0243807749048839,0.7372611464968153,1,1.0,Aggressive multi-channel approach with personalized content.,0.00024007201123308865,0.00864463814394519
Arias-Henderson,synergize bricks-and-clicks ROI,50,9507,366,25502,765,90,0.0299976472433534,0.1176470588235294,0,1.0,Aggressive multi-channel approach with personalized content.,1.1914832775321997e-05,0.00041698617055233023
"Newton, Diaz and Clark",seize viral methodologies,100,4059,228,26404,1576,201,0.0596879260718073,0.1275380710659898,0,1.0,Aggressive multi-channel approach with personalized content.,2.9743020304568515e-05,0.0010598943766343724
Smith-Romero,implement impactful vortals,50,1707,139,13022,644,204,0.0494547688527107,0.3167701863354037,1,1.0,Aggressive multi-channel approach with personalized content.,0.00017150524436134474,0.0061720291356518195
Sanchez-Wilson,utilize back-end communities,500,9581,29,20117,1580,327,0.0785405378535566,0.2069620253164557,0,1.0,Aggressive multi-channel approach with personalized content.,2.1533870077666808e-05,0.0007638614772060129
"Garrison, Sheppard and Parker",transform seamless paradigms,500,8227,421,10953,669,144,0.061079156395508,0.2152466367713004,0,1.0,Aggressive multi-channel approach with personalized content.,2.4886881347126884e-05,0.0008847755329217234
Lopez Group,seize sticky systems,1000,3546,39,41796,1249,133,0.0298832424155421,0.1064851881505204,0,1.0,Aggressive multi-channel approach with personalized content.,2.9694698313028554e-05,0.0010581518212094698
"Acevedo, Guerrero and Harris",morph enterprise partnerships,1000,4504,16,42884,777,292,0.0181186456487267,0.3758043758043758,1,1.0,Aggressive multi-channel approach with personalized content.,8.312417071541159e-05,0.0029848898139401203
"Thompson, Miller and Mitchell",unleash dynamic portals,50,4035,47,14577,1395,267,0.0956987034369211,0.1913978494623656,0,1.0,Aggressive multi-channel approach with personalized content.,4.687676940053039e-05,0.0016777602071723467
"Brown, Johnson and Dean",architect end-to-end solutions,10,226,291,2276,151,453,0.0663444639718804,3.0,1,1.0,Aggressive multi-channel approach with personalized content.,0.005791505791505791,0.20883673994921567
"Howard, Moran and Patrick",seize strategic communities,50,8603,118,8646,1586,140,0.1834374277122368,0.0882723833543505,0,1.0,Aggressive multi-channel approach with personalized content.,1.012065849052402e-05,0.00035228585432861206
"Kaufman, Kennedy and Watson",aggregate dot-com markets,1000,6855,139,14358,965,175,0.0672099178158518,0.1813471502590673,0,1.0,Aggressive multi-channel approach with personalized content.,2.5925253789716557e-05,0.0009222206272822812
"King, Patterson and George",embrace 24/7 infrastructures,50,7549,341,7447,64,123,0.0085940647240499,1.921875,1,1.0,Aggressive multi-channel approach with personalized content.,0.000243552781649981,0.008770159364811677
"Lopez, Ross and Johnson",embrace frictionless content,10,400,252,41065,1244,435,0.0302934372336539,0.3496784565916399,1,1.0,Aggressive multi-channel approach with personalized content.,0.0005354953393440121,0.019297997135093708
Dominguez and Sons,utilize end-to-end channels,10,3239,449,8898,1632,482,0.1834120026972353,0.2953431372549019,1,1.0,Aggressive multi-channel approach with personalized content.,8.006048719297965e-05,0.0028744093024367125
Johnson and Sons,visualize front-end portals,100,6126,289,22997,1475,310,0.0641388007131364,0.2101694915254237,0,1.0,Aggressive multi-channel approach with personalized content.,3.2757090325034864e-05,0.0011685857591254324
Robinson-Dunn,expedite mission-critical architectures,10,5344,163,40961,361,187,0.0088132613949854,0.518005540166205,1,1.0,Aggressive multi-channel approach with personalized content.,9.404603125748094e-05,0.0033787466631942076
"Nixon, Harrison and Foster",e-enable end-to-end relationships,1000,2902,321,47312,854,328,0.0180503889076766,0.3840749414519906,1,1.0,Aggressive multi-channel approach with personalized content.,0.0001191299446191038,0.004283306014187297
Owen Ltd,incubate collaborative e-markets,10,5849,333,9050,1581,84,0.1746961325966851,0.0531309297912713,0,1.0,Aggressive multi-channel approach with personalized content.,8.59306643882764e-06,0.0002971988487667622
Moody and Sons,disintermediate visionary synergies,50,8139,316,20246,536,451,0.0264743653067272,0.8414179104477612,1,1.0,Aggressive multi-channel approach with personalized content.,9.95054293339358e-05,0.0035756198348423905
Schmidt-Hughes,deploy user-centric users,500,6615,55,10780,1695,395,0.1572356215213358,0.2330383480825958,0,1.0,Aggressive multi-channel approach with personalized content.,3.493304573266314e-05,0.001247053611527024
Knight and Sons,grow synergistic web services,100,3863,394,20372,1869,333,0.0917435696053406,0.1781701444622793,0,1.0,Aggressive multi-channel approach with personalized content.,4.184362246648175e-05,0.0014962582198834965
Rivas-Bradley,whiteboard leading-edge info-mediaries,500,2869,164,34885,1768,31,0.0506808083703597,0.0175339366515837,0,1.0,Aggressive multi-channel approach with personalized content.,5.779148533811371e-06,0.00019572521834816816
"Bishop, Barnes and Williams",incentivize frictionless networks,1000,8057,325,30254,1479,172,0.0488860977060884,0.1162947937795808,0,1.0,Aggressive multi-channel approach with personalized content.,1.3872693997325635e-05,0.0004875892559153857
Goodwin-Gibson,re-contextualize efficient initiatives,50,2053,458,15982,1042,84,0.0651983481416593,0.0806142034548944,0,1.0,Aggressive multi-channel approach with personalized content.,3.209164150274458e-05,0.0011445887875950274
Parker-Holden,optimize dynamic convergence,50,7015,397,15317,727,279,0.0474636025331331,0.3837689133425034,1,1.0,Aggressive multi-channel approach with personalized content.,5.176971716477855e-05,0.001854206425522108
Ryan and Sons,grow compelling supply-chains,100,428,343,45995,308,360,0.0066963800413088,1.1688311688311688,1,1.0,Aggressive multi-channel approach with personalized content.,0.0015140300114393377,0.054585261731893334
Rios and Sons,re-intermediate rich eyeballs,500,5903,242,45710,219,28,0.0047910741632028,0.1278538812785388,0,1.0,Aggressive multi-channel approach with personalized content.,2.0802779251307973e-05,0.00073749736751251
Foley-Ford,visualize bricks-and-clicks systems,50,6089,388,20011,1735,466,0.0867023137274499,0.2685878962536023,1,1.0,Aggressive multi-channel approach with personalized content.,4.1461546195369296e-05,0.0014824800402651556
"Mejia, Garcia and Wagner",whiteboard rich models,50,3575,30,28336,1167,331,0.0411843591191417,0.2836332476435304,1,1.0,Aggressive multi-channel approach with personalized content.,7.86559200342569e-05,0.002823758738499417
Morales-Phillips,target B2B relationships,500,4212,108,3612,266,229,0.0736434108527131,0.8609022556390977,1,1.0,Aggressive multi-channel approach with personalized content.,0.00019923680991416285,0.00717206635380208
Mccullough and Sons,orchestrate web-enabled supply-chains,50,3815,163,30295,1134,497,0.0374319194586565,0.4382716049382716,1,1.0,Aggressive multi-channel approach with personalized content.,0.00011014616861982196,0.003959339076882746
"May, Silva and West",monetize wireless metrics,100,7878,243,15896,967,289,0.0608329139406139,0.2988624612202689,1,1.0,Aggressive multi-channel approach with personalized content.,3.679665860875017e-05,0.0013142579759096073
Dougherty-Swanson,extend proactive supply-chains,100,9798,242,34860,1870,110,0.0536431440045897,0.0588235294117647,0,1.0,Aggressive multi-channel approach with personalized content.,5.858333772708366e-06,0.0001985807436114026
"Warren, Hernandez and Armstrong",extend integrated e-business,50,8129,162,16544,1236,51,0.0747098646034816,0.0412621359223301,0,1.0,Aggressive multi-channel approach with personalized content.,4.976137954936095e-06,0.00016676758651471924
"Smith, Richardson and Gordon",aggregate web-enabled technologies,50,4258,143,31522,991,176,0.0314383605101199,0.177598385469223,0,1.0,Aggressive multi-channel approach with personalized content.,4.034493081990527e-05,0.0014422134014525703
Trujillo-Foster,engage front-end e-commerce,50,8450,230,22541,115,95,0.0051018144714076,0.8260869565217391,1,1.0,Aggressive multi-channel approach with personalized content.,9.516034518163104e-05,0.0034189303086047326
"Hall, Lynch and Lawrence",innovate plug-and-play schemas,10,2590,66,39130,1544,75,0.0394582162024022,0.0485751295336787,0,1.0,Aggressive multi-channel approach with personalized content.,1.8281945628031127e-05,0.0006465927469551164
Baker-Reed,enhance revolutionary e-business,50,1327,155,39840,729,442,0.0182981927710843,0.6063100137174211,1,1.0,Aggressive multi-channel approach with personalized content.,0.00040884019805625157,0.014730643917454368
"James, Baker and Perez",benchmark virtual deliverables,500,7531,132,18705,996,363,0.0532477947072975,0.3644578313253012,1,1.0,Aggressive multi-channel approach with personalized content.,4.755451870110924e-05,0.0017022007503455494
Johnson LLC,synergize visionary supply-chains,100,6285,52,31502,142,319,0.0045076503079169,2.2464788732394365,1,1.0,Aggressive multi-channel approach with personalized content.,0.0003544460197600878,0.012769117344305773
Carter PLC,synergize customized solutions,500,1846,156,15496,1502,383,0.0969282395456892,0.2549933422103861,1,1.0,Aggressive multi-channel approach with personalized content.,0.00012730571253638848,0.004578135103034488
"Lutz, Mccoy and Howell",disintermediate innovative deliverables,500,4616,467,34738,1474,161,0.0424319189360354,0.1092265943012211,0,1.0,Aggressive multi-channel approach with personalized content.,2.1484381255157574e-05,0.000762076844301051
Jenkins LLC,implement innovative networks,100,3761,264,46786,332,211,0.0070961398709015,0.6355421686746988,1,1.0,Aggressive multi-channel approach with personalized content.,0.00015785945570658192,0.005679943807840652
Leach and Sons,revolutionize plug-and-play portals,100,5050,102,32369,1414,185,0.0436837715097778,0.1308345120226308,0,1.0,Aggressive multi-channel approach with personalized content.,2.5389969342641335e-05,0.0009029175566225071
"Taylor, Fleming and Oconnell",morph ubiquitous platforms,1000,973,235,42735,1101,454,0.0257634257634257,0.4123524069028156,1,1.0,Aggressive multi-channel approach with personalized content.,0.00034106898833979784,0.012286723760605054
Thompson Inc,innovate viral networks,50,5845,56,12833,449,369,0.0349879217642016,0.821826280623608,1,1.0,Aggressive multi-channel approach with personalized content.,0.00013924538810972686,0.005008695718995261
Perez Inc,transition one-to-one applications,10,4044,86,43939,757,328,0.017228430323858,0.4332892998678996,1,1.0,Aggressive multi-channel approach with personalized content.,0.00010488726697358983,0.003769696073756679
Berry-Hughes,orchestrate user-centric users,50,3446,206,13866,662,308,0.0477426799365354,0.4652567975830816,1,1.0,Aggressive multi-channel approach with personalized content.,0.00012736293391269686,0.004580198582136422
Thomas Inc,evolve strategic platforms,500,1035,404,29051,1196,342,0.0411689786926439,0.285953177257525,1,1.0,Aggressive multi-channel approach with personalized content.,0.0001985785953177257,0.007148330258098677
Robles-Reyes,brand end-to-end partnerships,10,9452,418,1398,998,337,0.7138769670958512,0.3376753507014028,1,1.0,Aggressive multi-channel approach with personalized content.,3.420882896377295e-05,0.001220937389508498
Murphy-Vincent,innovate rich info-mediaries,10,3706,143,33318,330,125,0.009904556095804,0.3787878787878788,1,1.0,Aggressive multi-channel approach with personalized content.,9.838646202282565e-05,0.003535268382095434
Palmer and Sons,target intuitive convergence,1000,505,166,45591,227,286,0.0049790528832445,1.2599118942731278,1,1.0,Aggressive multi-channel approach with personalized content.,0.0018748688902873924,0.06759759267716148
"Holland, Richardson and Russell",expedite out-of-the-box ROI,500,4452,405,24804,629,151,0.0253588130946621,0.2400635930047694,0,1.0,Aggressive multi-channel approach with personalized content.,4.941613688858983e-05,0.0017693331835981984
Jones PLC,synergize leading-edge bandwidth,500,3704,399,35943,1123,235,0.0312439139749047,0.2092609082813891,0,1.0,Aggressive multi-channel approach with personalized content.,5.09895000685646e-05,0.001826070757055609
Nelson-Wheeler,grow next-generation initiatives,100,1611,208,11775,314,483,0.0266666666666666,1.538216560509554,1,1.0,Aggressive multi-channel approach with personalized content.,0.0008451739343459088,0.030465420051644727
"Warner, Campbell and Wilkins",mesh wireless schemas,10,1495,94,39345,1409,319,0.0358114118693607,0.2264017033356991,0,1.0,Aggressive multi-channel approach with personalized content.,0.00014239100838723214,0.005122130979102809
"Castillo, Barnes and Ayala",e-enable B2C functionalities,10,9395,357,31111,492,128,0.0158143421940792,0.2601626016260163,1,1.0,Aggressive multi-channel approach with personalized content.,2.6675136022353765e-05,0.0009492623801338656
